Latitude,Longitude,ID,Time,Locust,Soil_Moisture,Elevation,Soil_Temperature,Vegetation_Index
37.42583333,3.141666667,34149,6/30/2020,1,-1,-1,-1,-1
37.42583333,3.141666667,34150,6/30/2020,1,-1,-1,-1,-1
37.42583333,3.142777778,34151,6/30/2020,1,-1,-1,-1,-1
37.42333333,3.142222222,34152,6/30/2020,1,-1,-1,-1,-1
36.81416667,3.155277778,34153,6/30/2020,1,-1,-1,-1,-1
36.81388889,3.155277778,34169,6/30/2020,1,-1,-1,-1,-1
35.20277778,2.856944444,34170,6/30/2020,1,-1,-1,-1,-1
35.03444444,2.601666667,34171,6/30/2020,1,-1,-1,-1,-1
36.70833333,2.851388889,34178,6/30/2020,1,-1,-1,-1,-1
37.42416667,3.122222222,34189,6/30/2020,1,-1,-1,-1,-1
37.42416667,3.122222222,34190,6/30/2020,1,-1,-1,-1,-1
37.42277778,3.129444444,34191,6/30/2020,1,-1,-1,-1,-1
37.42277778,3.129444444,34199,6/30/2020,1,-1,-1,-1,-1
37.41333333,3.124444444,34221,6/30/2020,1,-1,-1,-1,-1
37.41694444,3.121111111,34222,6/30/2020,1,-1,-1,-1,-1
35.04444444,2.612222222,34223,6/30/2020,1,-1,-1,-1,-1
36.90694444,2.245555556,34224,6/30/2020,1,-1,-1,-1,-1
35.04527778,2.610833333,34229,6/30/2020,1,-1,-1,-1,-1
35.045,2.609166667,34230,6/30/2020,1,-1,-1,-1,-1
35.0375,2.606666667,34231,6/30/2020,1,-1,-1,-1,-1
35.03777778,2.606944444,34232,6/30/2020,1,-1,-1,-1,-1
37.41666667,3.121388889,34233,6/30/2020,1,-1,-1,-1,-1
36.72166667,2.751666667,34236,6/30/2020,1,-1,-1,-1,-1
34.7,2.716666667,34248,6/30/2020,1,-1,-1,-1,-1
35.0375,2.598055556,34260,6/30/2020,1,-1,-1,-1,-1
35.04388889,2.601944444,34261,6/30/2020,1,-1,-1,-1,-1
35.04416667,2.601388889,34262,6/30/2020,1,-1,-1,-1,-1
35.0425,2.600833333,34263,6/30/2020,1,-1,-1,-1,-1
35.0425,2.601111111,34264,6/30/2020,1,-1,-1,-1,-1
45.5325,9.534166667,34313,6/30/2020,1,-1,-1,-1,-1
45.53222222,9.533888889,34314,6/30/2020,1,-1,-1,-1,-1
44.07388889,9.503333333,34315,6/30/2020,1,-1,-1,-1,-1
45.46694444,9.577222222,34316,6/30/2020,1,-1,-1,-1,-1
45.46638889,9.576111111,34317,6/30/2020,1,-1,-1,-1,-1
37.42583333,3.141666667,34336,6/30/2020,1,-1,-1,-1,-1
37.42583333,3.141666667,34337,6/30/2020,1,-1,-1,-1,-1
37.42583333,3.142777778,34338,6/30/2020,1,-1,-1,-1,-1
